Filial;Hist;Nome Filial;Endereço;Bairro;Cidade;UF;Logomarca;Telefone;IP Banco 12
3413;1573;PV AGENOR MARTINS 1;AVENIDA RIO MADEIRA, 876 , CEP - 76820200;AGENOR M. DE CARVALHO;PORTO VELHO;RO;DROGASIL; ;10.246.73.12
3415;1575;N SRA DO SOCORRO 1;AVENIDA JOSE MATOS LIMA, S/N , CEP - 49155434;JOAO ALVES;NOSSA SENHORA DO SOCORRO;SE;DROGASIL; 32545990          ;10.246.75.12
3416;1576;BAURU 9;AVENIDA AFFONSO JOSE AIELLO, 14 113 , CEP - 17018520;VL AVIACAO;BAURU;SP;DROGASIL; 32341994          ;10.246.76.12
3417;1577;VOTORANTIM 3;AVENIDA 31 DE MARÇO, 842 , CEP - 18110005;CENTRO;VOTORANTIM;SP;DROGASIL; 30197960          ;10.246.77.12
3418;1218;SANTA LUZIA A;AVENIDA BRASILIA, 3200 , CEP - 33170000;DUQUESA I;SANTA LUZIA;MG;RAIA; 30288193          ;10.144.218.12
3419;1219;CT BOQUEIRAO A;R ANGELICA MARIA T. SANTOS, 405 , CEP - 81750230;BOQUEIRAO;CURITIBA;PR;RAIA; 32060839          ;192.203.219.12
3420;1220;CAMBE B;AVENIDA GABRIEL FRECEIRO DE MIRANDA, 695 , CEP - 86185010;JD STO AMARO;CAMBE;PR;RAIA;(43) 991897102         ;192.203.220.12
3421;1221;SAO GONCALO B;AVENIDA JORNALISTA ROBERTO MARINHO, 407 , CEP - 24710341;ALCÂNTARA;SAO GONCALO;RJ;RAIA; 38569278          ;192.203.221.12
3422;1222;PA JD ITU SABARA A;RUA DONA ADDA MASCARENHAS DE MORAES, 85 , CEP - 91220140;JD I SABARÁ;PORTO ALEGRE;RS;RAIA; ;192.203.222.12
3423;1223;PA PETROPOLIS C;AVENIDA IJUÍ, 433 , CEP - 90460200;PETRÓPOLIS;PORTO ALEGRE;RS;RAIA;(51) 35003369          ;192.203.223.12
3425;1225;CAXIAS DO SUL E;RUA SÃO PAULO, 722 , CEP - 95050450;JARDIM AMÉRICA;CAXIAS DO SUL;RS;RAIA; 35385578          ;192.203.225.12
3427;1227;SANTA MARIA C;RUA TUIUTI, 1279 , CEP - 97015663;CENTRO;SANTA MARIA;RS;RAIA; 33116491          ;192.203.227.12
3428;1228;SAO JOSE E;RUA TENENTE-CORONEL DIONÍSIO CARDOSO, 41 , CEP - 88111315;JARDIM CIDADE DE FLORIANÓPOLIS;SAO JOSE;SC;RAIA; 33751209          ;192.203.228.12
3429;1229;FL CAPOEIRAS A;RUA PREFEITO DIB CHEREM, 2294 , CEP - 88090000;CAPOEIRAS;FLORIANÓPOLIS;SC;RAIA; 31128713          ;192.203.229.12
3430;1230;JOINVILLE J;RUA SANTA CATARINA, 925 , CEP - 89211307;FLORESTA;JOINVILLE;SC;RAIA; 30292262          ;192.203.230.12
3431;1231;AMERICANA H;RUA EMA ITÁLIA BUFARAH, 856 , CEP - 13469640;PRQ S JERÔNIMO;AMERICANA;SP;RAIA; 36486782          ;10.144.231.12
3432;1232;PRAIA GRANDE F;AVENIDA PRESIDENTE KENNEDY, 12560 , CEP - 11707005;CAIÇARA;PRAIA GRANDE;SP;RAIA; 33571957          ;10.144.232.12
3433;1233;S JOAO BOA VISTA B;AVENIDA DOUTOR DURVAL NICOLAU, 920 , CEP - 13874142;JD N S JOÃO;SAO JOAO DA BOA VISTA;SP;RAIA; 36819591          ;10.144.233.12
3434;1234;PA IPANEMA A;AVENIDA JUCA BATISTA, 575 , CEP - 91770001;CAVALHADA;PORTO ALEGRE;RS;RAIA; 30952951          ;192.203.234.12
3435;1235;PA JD LINDOIA A;PRAÇA LIBANEZA, 11 , CEP - 91050050;JD LINDÓIA;PORTO ALEGRE;RS;RAIA;(51) 30607956          ;192.203.235.12
3436;1578;EUSEBIO 1;AVENIDA EUSEBIO DE QUEIROZ, 2880 , CEP - 61765070;COITE;EUSEBIO;CE;DROGASIL;(85)  981156336        ;10.246.78.12
3439;1581;FT MESSEJANA 2;RUA JOSÉ HIPÓLITO, 157 , CEP - 60871170;MESSEJANA;FORTALEZA;CE;DROGASIL; ;10.246.81.12
3440;1582;SP ACLIMACAO 4;RUA PEDRA AZUL, 674 , CEP - 04109000;ACLIMAÇÃO;SAO PAULO;SP;DROGASIL; 32943422          ;10.246.82.12
3443;1238;PA MENINO DEUS D;AVENIDA BASTIAN, 332 , CEP - 90130020;MEN DEUS;PORTO ALEGRE;RS;RAIA; 33923259          ;192.203.238.12
3444;1239;BH CENTRO C;AVENIDA AUGUSTO DE LIMA, 616 , CEP - 30190006;CENTRO;BELO HORIZONTE;MG;RAIA;(31) 3178-3868         ;192.203.239.12
3446;1584;FORMOSA 2;AVENIDA FORMOSA, 25 , CEP - 73813250;FORMOSINHA;FORMOSA;GO;DROGASIL; ;10.246.84.12
3447;1585;BARRA COQUEIROS 1;AV. GEN. ANTONIO SEBASTIAO BASILIO PIRRO, 835 , CEP - 49140000;CENTRO;BARRA DOS COQUEIROS;SE;DROGASIL; ;10.246.85.12
3448;1586;PARAISO TOCANTINS 1;AVENIDA CASTELO BRANCO, 1075 , CEP - 77600000;SETOR OESTE;PARAISO DO TOCANTINS;TO;DROGASIL;(63) 999113116         ;10.246.86.12
3451;1240;SAO JOSE F;RUA VEREADOR ARTHUR MANOEL MARIANO, 1117 , CEP - 88106501;FORQUILHINHA;SAO JOSE;SC;RAIA; ;192.203.240.12
3452;1241;ALM TAMANDARE A;AVENIDA EMILIO JOHNSON, 546 , CEP - 83501000;VL STA TEREZINHA;ALMIRANTE TAMANDARE;PR;RAIA; 30470724          ;192.203.241.12
3453;1242;RJ BARRA TIJUCA Q;ÉRICO VERÍSSIMO, 843 , CEP - 22621180;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;RAIA;(21) 34907547          ;192.203.242.12
3454;1243;PETROPOLIS F;ESTRADA UNIÃO E INDÚSTRIA, 11805 , CEP - 25730740;ITAIPAVA;PETRÓPOLIS;RJ;RAIA; 20208974          ;192.203.243.12
3455;1244;TERESOPOLIS D;AVENIDA OLIVEIRA BOTELHO, 199 , CEP - 25961143;ALTO;TERESÓPOLIS;RJ;RAIA;(21) 37261438          ;192.203.244.12
3456;1587;FT SERRINHA 1;AVENIDA DOUTOR SILAS MUNGUBA, 2915 , CEP - 60741005;SERRINHA;FORTALEZA;CE;DROGASIL; ;10.246.87.12
3457;1588;SL BOM JESUS 1;AVENIDA JOÃO PESSOA, 230 , CEP - 65041645;JORDOA;SAO LUIS;MA;DROGASIL; ;10.246.88.12
3458;1589;CONS LAFAIETE 3;WENCESLAU BRAZ, 263 , CEP - 36406011;SAO SEBASTIAO;CONSELHEIRO LAFAIETE;MG;DROGASIL;(31) 37399859          ;10.246.89.12
3460;1590;CRATO 1;RUA CORONEL ANTÔNIO LUIZ, S/N , CEP - 63105000;PIMENTA;CRATO;CE;DROGASIL; 35235091          ;10.246.90.12
3461;1591;CG CEL ANTONINO 1;AVENIDA MASCARENHAS DE MORAES, 2561 , CEP - 79010500;MTE CASTELO;CAMPO GRANDE;MS;DROGASIL; 30296447          ;10.246.91.12
3462;1592;SP PQ NV MUNDO 1;PRACA NOVO MUNDO, 177 , CEP - 02185000;PRQ N MUNDO;SAO PAULO;SP;DROGASIL; 35399598          ;10.246.92.12
3463;1593;FT JOAQUIM TAVORA 2;AVENIDA PONTES VIEIRA, 751 , CEP - 60130235;J TÁVORA;FORTALEZA;CE;DROGASIL; ;10.246.93.12
3464;1594;FT SALINAS 1;AVENIDA ROGACIANO LEITE, 2080 , CEP - 60810792;SALINAS;FORTALEZA;CE;DROGASIL; 30164004          ;10.246.94.12
3465;1595;APARECIDA GOIANIA 4;Rua 8-C, S/N , CEP - 74930150;SETOR GARAVELO;APARECIDA DE GOIANIA;GO;DROGASIL; 30850345          ;10.246.95.12
3466;1596;SOROCABA 16;RUA LUZERNE PROENCA ARRUDA, 270 , CEP - 18081025;VL GABRIEL;SOROCABA;SP;DROGASIL; 33182240          ;10.246.96.12
3467;1597;VALINHOS 3;RUA JOSÉ CARLOS FERRARI, 12 , CEP - 13272810;RES STA MARIA;VALINHOS;SP;DROGASIL; 33279540          ;10.246.97.12
3468;1246;NOVA FRIBURGO C;AVENIDA JÚLIO ANTÔNIO THURLER, 58 , CEP - 28620000;OLARIA;NOVA FRIBURGO;RJ;RAIA;(22) 25239258          ;192.203.246.12
3469;1247;RIBEIRAO PRETO Y;AVENIDA GENERAL EUCLYDES DE FIGUEIREDO, 1200 , CEP - 14070260;Q FACCI II;RIBEIRAO PRETO;SP;RAIA; 32359472          ;10.144.247.12
3470;1598;GO GOIA 1;AVENIDA FREI MIGUELINO, S/N , CEP - 74485410;GOIA 2;GOIANIA;GO;DROGASIL; ;10.246.98.12
3471;1599;DF LAGO NORTE 2;CA 1, S/N , CEP - 71503501;LAGO NORTE;BRASILIA;DF;DROGASIL; 34681325          ;10.246.99.12
3472;1600;VALPARAISO GO 2;RUA A, 0 , CEP - 72870004;PARQUE RIO BRANCO;VALPARAISO DE GOIAS;GO;DROGASIL; 35273781          ;10.246.100.12
3473;1601;BOM DESPACHO 1;PRACA DA MATRIZ, 320 , CEP - 35630042;CENTRO;BOM DESPACHO;MG;DROGASIL; 35223502          ;10.246.101.12
3474;1602;CARUARU 5;RUA MIGUEL DE SENA, 360 , CEP - 55030210;PETRÓPOLIS;CARUARU;PE;DROGASIL; 30465911          ;10.246.102.12
3475;1603;GRAVATA 1;AVENIDA GOVERNADOR AGAMENON MAGALHÃES, 679 , CEP - 55642210;PRADO;GRAVATÁ;PE;DROGASIL; 31552608          ;10.246.103.12
3476;1604;ITABAIANA 1;AV DOUTOR LUIZ MAGALHAES, 926 , CEP - 49503003;SERRANO;ITABAIANA;SE;DROGASIL;(79) 30160033          ;10.246.104.12
3477;1605;ARAGUAINA 3;RUA RUI BARBOSA, 175 , CEP - 77805030;SETOR CENTRAL;ARAGUAINA;TO;DROGASIL; 34142499          ;10.246.105.12
3478;1248;PA MEDIANEIRA A;RUA CUIABÁ, 358 , CEP - 90880030;MEDIANEIRA;PORTO ALEGRE;RS;RAIA; 21657666          ;192.203.248.12
3479;1249;TUBARAO B;AVENIDA PATRÍCIO LIMA, 201 , CEP - 88704583;CENTRO;TUBARÃO;SC;RAIA; 30523539          ;192.203.249.12
3481;1251;ITAJAI C;RUA ESTEFANO JOSÉ VANOLLI, 1325 , CEP - 88308010;C NOVA;ITAJAÍ;SC;RAIA; 30216125          ;192.204.1.12
3482;1606;MC ANTARES 1;AV. ANTÔNIO LISBOA DE AMORIM, S/N , CEP - 57085160;BENEDITO BENTES;MACEIO;AL;DROGASIL; 34350761          ;10.246.106.12
3483;1607;UBERLANDIA 22;AVENIDA JERONIMO JOSE ALVES, 1492 , CEP - 38407285;MORUMBI;UBERLÂNDIA;MG;DROGASIL; 32367884          ;10.246.107.12
3484;1608;PONTA PORA 1;AVENIDA BRASIL, 3064 , CEP - 79904628;CENTRO;PONTA PORA;MS;DROGASIL; 34317778          ;10.246.108.12
3485;1609;RC AGUA FRIA 1;AVENIDA BEBERIBE, 2150 , CEP - 52130000;AGUA FRIA;RECIFE;PE;DROGASIL; 00000000          ;10.246.109.12
3486;1610;SP MANDAQUI 1;AVENIDA ZUMKELLER, 690 , CEP - 02420001;PRQ MANDAQUI;SAO PAULO;SP;DROGASIL; 26679656          ;10.246.110.12
3488;9045;PL RBP RAIA F1337;RUA CHILE, 1595 , CEP - 14020610;JD IRAJÁ;RIBEIRÃO PRETO;SP;RAIA; ;0.0.0.0
3491;9048;PL RS RAIA F2224;RODOVIA RS 118, 33 , CEP - 94970850;JARDIM BETANIA;CACHOEIRINHA;RS;RAIA; ;0.0.0.0
3494;1252;PONTA GROSSA H;RUA NICOLAU KLUPPEL NETO, 1580 , CEP - 84061000;CONTORNO;PONTA GROSSA;PR;RAIA; 32275785          ;192.204.2.12
3496;1612;SAO JOAO DEL REI 2;AVENIDA JOSUÉ DE QUEIROZ, 222 , CEP - 36305144;MATOZINHOS;SAO JOAO DEL REI;MG;DROGASIL; ;10.246.112.12
3497;1613;SP SAO MIGUEL PTA 3;AVENIDA PIRES DO RIO, 770 , CEP - 08020000;VL AMERICANA;SAO PAULO;SP;DROGASIL; 20582456          ;10.246.113.12
3498;1614;GO JD EUROPA 1;AVENIDA IPANEMA, 1176 , CEP - 74343010;JARDIM ATLANTICO;GOIÂNIA;GO;DROGASIL;(62) 32892646          ;10.246.114.12
3499;1615;PL OESTE 1;ACSU SO 50 AV LO 11, S/N , CEP - 77016004;PLANO DIRETOR;PALMAS;TO;DROGASIL; 32251405          ;10.246.115.12
3501;1254;CT STA FELICIDADE A;RUA FRANCISCO DALLALIBERA, 1550 , CEP - 82030290;STA FELICIDADE;CURITIBA;PR;RAIA; 30950519          ;192.204.4.12
3503;1256;ARARUAMA B;AVENIDA NILO PECANHA, 319 , CEP - 28970001;CENTRO;ARARUAMA;RJ;RAIA; ;192.204.6.12
3504;1257;MAGE A;AVENIDA SIMÃO DA MOTA, 894 , CEP - 25900001;CENTRO;MAGÉ;RJ;RAIA; 26330595          ;192.204.7.12
3505;1258;PALHOCA D;AVENIDA DA PEDRA BRANCA, 1022 , CEP - 88137270;P BRANCA;PALHOÇA;SC;RAIA; 33745189          ;192.204.8.12
3506;1259;CANOAS D;AVENIDA FARROUPILHA, 6415 , CEP - 92410305;IGARA;CANOAS;RS;RAIA; 39222191          ;192.204.9.12
3507;1260;CAMBORIU A;RUA JOSÉ FRANCISCO BERNARDES, 542 , CEP - 88340206;CENTRO;CAMBORIU;SC;RAIA; 30111635          ;192.204.10.12
3509;1262;VOTUPORANGA C;RUA DAS AMÉRICAS, 3370 , CEP - 15501125;JD B VISTA;VOTUPORANGA;SP;RAIA; ;10.145.12.12
3510;1616;SOBRAL 3;AVENIDA JOHN SANFORD, 953 , CEP - 62030295;JUNCO;SOBRAL;CE;DROGASIL; 81793865          ;10.246.116.12
3511;1617;CP VL AEROPORTO 1;AVENIDA SUAÇUNA, 355 , CEP - 13054105;VL AEROPORTO;CAMPINAS;SP;DROGASIL;(19 ) 996384583         ;10.246.117.12
3512;1618;DF LAGO NORTE 3;SHTQ TRECHO 1 AVENIDA COMERCIAL, SN , CEP - 71551010;ST HAB TAQUARI (LAGO NORTE);BRASÍLIA;DF;DROGASIL; 30810342          ;10.246.118.12
3514;1620;SP VILA MEDEIROS 3;AVENIDA JÚLIO BUONO, 662 , CEP - 02201000;VL GUSTAVO;SAO PAULO;SP;DROGASIL; 43884178          ;10.246.120.12
3515;1621;SV CAPELINHA 1;ESTRADA DE CAMPINAS, 362 , CEP - 40391161;S CAETANO;SALVADOR;BA;DROGASIL; 30180705          ;10.246.121.12
3516;1263;BH SAO PEDRO A;RUA LAVRAS, 87 , CEP - 30330010;SAO PEDRO;BELO HORIZONTE;MG;RAIA;(31) 3234-8238         ;10.145.13.12
3517;1264;JARAGUA DO SUL C;RUA FELICIANO BORTOLINI, 1303 , CEP - 89260090;B R CERRO;JARAGUA DO SUL;SC;RAIA; 30540729          ;192.204.14.12
3518;1265;DUQUE DE CAXIAS C;AVENIDA AUTOMÓVEL CLUBE, S/N , CEP - 25255030;VL STA CRUZ;DUQUE DE CAXIAS;RJ;RAIA; ;192.204.15.12
3519;1266;NOVO HAMBURGO D;AVENIDA DOUTOR MAURICIO CARDOSO, 1240 , CEP - 93548515;JARDIM MAUA;NOVO HAMBURGO;RS;RAIA; 30693627          ;192.204.16.12
3520;1622;TRES CORACOES 2;AVENIDA REI PELE, 1485 , CEP - 37417460;NOVO HORIZONTE;TRES CORACOES;MG;DROGASIL; 21462654          ;10.246.122.12
3521;1267;DESCALVADO A;RUA CORONEL ARTHUR WHITACKER, 539 , CEP - 13690000;CENTRO;DESCALVADO;SP;RAIA; 35946013          ;10.145.17.12
3523;1624;VILA VELHA 16;R GUIMARAES JUNIOR, 278 , CEP - 29106055;SOTECO;VILA VELHA;ES;DROGASIL;(27) 30752653          ;10.246.124.12
3524;1625;QUIRINOPOLIS 1;AVENIDA BRASIL, 321 , CEP - 75860000;CENTRO;QUIRINOPOLIS;GO;DROGASIL; ;10.246.125.12
3526;1627;GO VL FROES 1;AVENIDA ENGENHEIRO CORREIA LIMA, 709 , CEP - 74655220;VL FRÓES;GOIÂNIA;GO;DROGASIL;  999657223        ;10.246.127.12
3528;1628;DF TAGUATINGA 12;Q1 ST DE DESENVOLVIMENTO, Q1 , CEP - 72145101;TAGUATINGA;BRASILIA;DF;DROGASIL; 33710043          ;10.246.128.12
3529;1629;VILHENA 1;AVENIDA JO SATO, 750 , CEP - 76987072;JARDIM ELDORADO;VILHENA;RO;DROGASIL; 33213208          ;10.246.129.12
3530;1630;MN PETROPOLIS 1;RUA BENTO BRASIL, 492 A , CEP - 69063430;PETRÓPOLIS;MANAUS;AM;DROGASIL; ;10.246.130.12
3531;1631;S BERNARDO CAMPO 15;RUA M M D C, 343 , CEP - 09690000;PAULICÉIA;SAO BERNARDO DO CAMPO;SP;DROGASIL; 23567377          ;10.246.131.12
3532;1632;JUNDIAI 16;AVENIDA DOUTOR ADILSON RODRIGUES, 77 , CEP - 13211685;JD SAMAMBAIAS;JUNDIAÍ;SP;DROGASIL;(11) 45310294          ;10.246.132.12
3533;1633;SP VL DAS MERCES 3;AVENIDA DOS OURIVES, 1333 , CEP - 04194260;JARDIM SÃO SAVÉRIO;SAO PAULO;SP;DROGASIL; ;10.246.133.12
3534;1634;TIMOTEO 1;AVENIDA ALBERTO BATISTA GALLO, 02 , CEP - 35180406;FUNCIONÁRIOS;TIMÓTEO;MG;DROGASIL; 36693271          ;10.246.134.12
3535;1635;UBERABA 13;AVENIDA TONICO DOS SANTOS, 430 , CEP - 38040000;JARDIM INDUBERABA;UBERABA;MG;DROGASIL;(34) 34800240          ;10.246.135.12
3536;1636;LAURO DE FREITAS 6;RUA JOAO CHAGAS ORTINS DE FREITAS, 584 , CEP - 42710610;BURAQUINHO;LAURO DE FREITAS;BA;DROGASIL; 11111111          ;10.246.136.12
3537;1268;PA NONOAI A;RUA SEPÉ TIARAJU, 1089 , CEP - 90840360;MEDIANEIRA;PORTO ALEGRE;RS;RAIA; 35003339          ;192.204.18.12
3538;1269;GUAIRA A;AVENIDA ACACIAS GUAIRENSE, 1120 , CEP - 14790000;CENTRO;GUAÍRA;SP;RAIA; 33322947          ;10.145.19.12
3539;1637;SP BARRA FUNDA 2;AVENIDA MARQUES DE SAO VICENTE, 349 , CEP - 01139001;VARZEA DA BARRA FUNDA;SAO PAULO;SP;DROGASIL; 37961235          ;10.246.137.12
3540;1638;GO JD MARILIZA 1;AV. ENGLER, 30 - QD 01 LT 23, 30 , CEP - 74885460;JARDIM MARILIZA;GOIÂNIA;GO;DROGASIL; 32739706          ;10.246.138.12
3541;1639;JEQUIE 2;AVENIDA RIO BRANCO, 549 , CEP - 45200260;CENTRO;JEQUIÉ;BA;DROGASIL;(73) 999199030         ;10.246.139.12
3542;1640;MONTES CLAROS 4;AVENIDA DONATO QUINTINO, 505 , CEP - 39400546;C NOVA;MONTES CLAROS;MG;DROGASIL; ;10.246.140.12
3543;1270;LONDRINA N;RUA FINLANDIA, 290 , CEP - 86046220;JD V BOAS;LONDRINA;PR;RAIA; 30288038          ;192.204.20.12
3544;1271;CANOAS E;RUA BUTTENBENDER, 585 , CEP - 92200570;FATIMA;CANOAS;RS;RAIA; 11111111          ;192.204.21.12
3546;1641;S BERNARDO CAMPO 16;AVENIDA CAPITÃO CASA, 874 , CEP - 09812000;D CASA;SAO BERNARDO DO CAMPO;SP;DROGASIL; 95738281          ;10.246.141.12
3547;1642;LAURO DE FREITAS 7;AVENIDA SANTOS DUMONT, 4360 , CEP - 42702400;CENTRO;LAURO DE FREITAS;BA;DROGASIL;(71) 39012546/39012545 ;10.246.142.12
3548;1643;SL ANJO DA GUARDA 1;AVENIDA DOS PORTUGUESES, 02 , CEP - 65085581;ANJO DA GUARDA;SAO LUIS;MA;DROGASIL; 11111111          ;10.246.143.12
3549;1644;SOROCABA 17;AVENIDA DOUTOR ARMANDO PANNUNZIO, 1770 , CEP - 18050001;JD V CRUZ;SOROCABA;SP;DROGASIL;(15) 33219692          ;10.246.144.12
3550;1273;LONDRINA O;RODOVIA CELSO GARCIA CID KM 377, 5600 , CEP - 86050901;G FAZ PALHANO;LONDRINA;PR;RAIA;(43) 33396403          ;192.204.23.12
3551;1274;CT STA CANDIDA A;RUA FERNANDO DE NORONHA, 1460 , CEP - 82650145;B VISTA;CURITIBA;PR;RAIA; ;192.204.24.12
3552;1275;ARAUCARIA B;RUA FRANCISCO DRANKA, 1825 , CEP - 83703115;PTO LARANJEIRAS;ARAUCÁRIA;PR;RAIA; 00000000          ;192.204.25.12
3553;1645;SETE LAGOAS 4;AVENIDA MÚCIO JOSÉ REIS, 137 , CEP - 35700640;CENTRO;SETE LAGOAS;MG;DROGASIL;(31) 3255-7012         ;10.246.145.12
3554;1646;ABREU E LIMA 1;AVENIDA DUQUE DE CAXIAS, 385 , CEP - 53510050;CENTRO;ABREU E LIMA;PE;DROGASIL; 35380608          ;10.246.146.12
3555;1647;NT POTENGI 1;RUA CANTAGALO, 1949 , CEP - 59110170;POTENGI;NATAL;RN;DROGASIL; ;10.246.147.12
3556;1648;SP VILA ZELINA 2;RUA MARIO AUGUSTO DO CARMO, 562 , CEP - 03227070;JD AVELINO;SAO PAULO;SP;DROGASIL; 23419582          ;10.246.148.12
3557;1649;DROGASIL DE CAVALEIRO;AVENIDA GOVERNADOR AGAMENON MAGALHÃES, 1116 , CEP - 54250000;CAVALEIRO;JABOATÃO DOS GUARARAPES;PE;DROGASIL;(81) 982310141         ;10.246.149.12
3558;1276;CAPAO BONITO A;RUA CERQUEIRA CÉSAR, 532 , CEP - 18300100;CENTRO;CAPÃO BONITO;SP;RAIA; 35430701          ;10.145.26.12
3559;1277;S J DOS CAMPOS M;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 6910 , CEP - 12220000;VL INDUSTRIAL;SAO JOSE DOS CAMPOS;SP;RAIA; 39297676          ;10.145.27.12
3560;1278;CAXIAS DO SUL F;RUA GUERINO SANVITTO, 1032 , CEP - 95012340;SANVITTO;CAXIAS DO SUL;RS;RAIA; 99498483          ;192.204.28.12
3561;1279;BIRIGUI C;YOUSSEF ISMAIL MANSOUR, 44 , CEP - 16202484;JARDIM ALTO DO SILVARES;BIRIGUI;SP;RAIA; 21850058          ;10.145.29.12
3562;1280;RIO BONITO A;RUA DR. MATTOS, 129 , CEP - 28800000;CENTRO;RIO BONITO;RJ;RAIA; ;192.204.30.12
3563;1281;NAVEGANTES A;AVENIDA NEREU LIBERATO NUNES, 400 , CEP - 88370232;CENTRO;NAVEGANTES;SC;RAIA;(47) 91322643          ;192.204.31.12
3564;1282;SAO CARLOS G;AVENIDA MIGUEL DAMHA, 2001 , CEP - 13565251;PRQ T D I S CARLOS;SAO CARLOS;SP;RAIA; 33066990          ;10.145.32.12
3565;1650;BARRA DO GARCAS 1;ANTONIO PAULO DA COSTA BILEGO, S/N , CEP - 78600038;SETOR SUL I;BARRA DO GARCAS;MT;DROGASIL; 34013259          ;10.246.150.12
3566;1651;UBA 2;CORONEL BERNARDINO CARNEIRO, 53 , CEP - 36500114;CENTRO;UBA;MG;DROGASIL;(32) 35319330          ;10.246.151.12
3567;1652;JABOAT GUARARAPES 8;AVENIDA PRESIDENTE KENNEDY, 5398 , CEP - 54440480;CANDEIAS;JABOATÃO DOS GUARARAPES;PE;DROGASIL; ;10.246.152.12
3568;1653;PAULISTA 3;AVENIDA PRESIDENTE TANCREDO NEVES, 146 , CEP - 53409190;JD PAULISTA;PAULISTA;PE;DROGASIL; 30211544          ;10.246.153.12
3569;1283;ALVORADA A;AVENIDA PRESIDENTE GETÚLIO VARGAS, 2046 , CEP - 94810001;B VISTA;ALVORADA;RS;RAIA; 30442763          ;192.204.33.12
3570;1654;SP ARICANDUVA 4;AVENIDA DOS NACIONALISTAS, 386 , CEP - 03901010;JD TANGO;SAO PAULO;SP;DROGASIL; ;10.246.154.12
3571;1655;PACAJUS 1;RUA LUIZ CLAUDIO, 282 , CEP - 62870000;CENTRO;PACAJUS;CE;DROGASIL; ;10.246.155.12
3572;1656;SL SANTO ANTONIO 1;AVENIDA EDSON BRANDÃO, 21 , CEP - 65045380;CUTIM ANIL;SAO LUIS;MA;DROGASIL; 33024799          ;10.246.156.12
3573;1284;JARAGUA DO SUL D;RUA IRMÃO LEANDRO, 610 , CEP - 89252470;VL LENZI;JARAGUÁ DO SUL;SC;RAIA; ;192.204.34.12
3574;1285;MAFRA A;HERCILIO LUZ, 175 , CEP - 89300278;CENTRO I BAIXADA;MAFRA;SC;RAIA; 91319072          ;192.204.35.12
3575;1657;MOGI DAS CRUZES 7;AVENIDA RICIERI JOSÉ MARCATTO, 970 , CEP - 08810020;VL SUISSA;MOGI DAS CRUZES;SP;DROGASIL; 48586138          ;10.246.157.12
3576;1658;BEZERROS 1;CORONEL SALVIANO MACHADO, 50 , CEP - 55660000;CENTRO;BEZERROS;PE;DROGASIL; 37283525          ;10.246.158.12
3577;1659;TANGARA DA SERRA 1;ISMAEL JOSE DO NASCIMENTO, 91 , CEP - 78300000;JARDIM TANAKA;TANGARA DA SERRA;MT;DROGASIL; 99720805          ;10.246.159.12
3578;1660;SIMOES FILHO 1;LUIS EDUARDO MAGALHAES, 314 , CEP - 43700000;CENTRO;SIMOES FILHO;BA;DROGASIL; 32961264          ;10.246.160.12
3579;1661;DF AGUAS CLARAS 6;SHA CONJUNTO 4, S/N , CEP - 71993195;ARNIQUEIRA;BRASILIA;DF;DROGASIL;(61) 30312988          ;10.246.161.12
3588;9061;PL EMBU RAIA FL185;AVENIDA NOSSA SENHORA DA ASSUNÇÃO, 638 , CEP - 05359001;VL BUTANTÃ;SÃO PAULO;SP;RAIA; ;0.0.0.0
3591;1662;MANHUACU 2;SALIME NACIF, 257 , CEP - 36902051;BAIXADA;MANHUACU;MG;DROGASIL; ;10.246.162.12
3592;1663;ROLIM DE MOURA 1;ALAMEDA FORTALEZA, 5184 , CEP - 76940000;CENTRO;ROLIM DE MOURA;RO;DROGASIL; 34424635          ;10.246.163.12
3593;1664;JI PARANA 2;RUA LUIZ MUZAMBINHO, 1745 , CEP - 76908398;N BRASÍLIA;JI-PARANÁ;RO;DROGASIL; 34220449          ;10.246.164.12
3594;1665;GOV VALADARES 5;RUA ISRAEL PINHEIRO, 1250 , CEP - 35020220;SAO PEDRO;GOVERNADOR VALADARES;MG;DROGASIL; 30823635          ;10.246.165.12
3595;1286;MAGE B;RUA SANTA ELISA, 188 , CEP - 25931762;PIABETÁ (INHOMIRIM);MAGÉ;RJ;RAIA; ;192.204.36.12
3596;1287;MARICA B;AVENIDA VEREADOR FRANCISCO SABINO DA COSTA, 442A , CEP - 24900100;CENTRO;MARICÁ;RJ;RAIA; 96550396          ;192.204.37.12
3597;1288;VIAMAO A;AVENIDA LIBERDADE, 1538 , CEP - 94480500;STA ISABEL;VIAMÃO;RS;RAIA; 34441749          ;192.204.38.12
3603;1666;SP JD HELENA 1;RUA JOSÉ NUNES DOS SANTOS, 365 , CEP - 08080600;PRQ PAULISTANO;SAO PAULO;SP;DROGASIL; 25817685          ;10.246.166.12
3606;1667;VARZEA GRANDE 3;AVENIDA ALZIRA SANTANA, 1568 , CEP - 78130357;CENTRO-SUL;VÁRZEA GRANDE;MT;DROGASIL; ;10.246.167.12
3607;1668;NOVA MUTUM 1;DOS BEIJA FLORES, 242 , CEP - 78450000;CENTRO;NOVA MUTUM;MT;DROGASIL; 99506259          ;10.246.168.12
